Station Name,Street Address,City,State,ZIP,Expected Date,Groups With Access Code,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date
Metro Garage 1,5048 Painters Mill Road,Owings Mills,MD,21117,,Public - Card key at all times,,2,,GPS,39.4058654,-76.7787821,2018-01-04,80927,2018-01-04 21:34:56 UTC,
RIDGE OFFICE,6805 Wood Hollow Dr,Austin,TX,78731,,Public,,2,,GPS,30.3505908,-97.7545342,2018-01-04,80928,2018-01-04 21:35:54 UTC,
GEORGIA POWER,800 Glenwood Ave SE
Atlanta,GA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80931,2018-01-09 06:33:25 UTC,,,,
GEORGIA POWER,5319 Golf Club Dr
Braselton,GA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80932,2018-01-09 05:42:43 UTC,,,,
KCPL,801 Pennsylvania Ave @ State Street Corp.
@STATE ST-245B; Located to the right of the garage entrance off of Pennsylvania Ave on east wall.
@STATE ST-245C; Located to the right of the garage entrance off of Pennsylvania Ave on east wall.
@STATE ST-245D; Located to the right of the garage entrance off of Pennsylvania Ave on east wall.
@STATE ST-245A; Located to the right of the garage entrance off of Pennsylvania Ave on east wall.
@STATE ST-245B; Located to the right of the garage entrance off of Pennsylvania Ave on east wall.
@STATE ST-245C; Located to the right of the garage entrance off of Pennsylvania Ave on east wall.
@STATE ST-245D; Located to the right of the garage entrance off of Pennsylvania Ave on east wall.
@STATE ST-245A; Located to the right of the garage entrance off of Pennsylvania Ave on east wall.
@STATE ST-245B; Located to the right of the garage entrance off of Pennsylvania Ave on east wall.
@STATE ST-245C; Located to the right of the garage entrance off of Pennsylvania Ave on east wall.
Kansas City,MO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80934,2018-01-04 21:46:22 UTC,,,,
KCPL,333 W 11th St @ Parking Garage west of Folly Theater
@FOLLY GAR-244B; Level G2. External garage on the NE wall
@FOLLY GAR-244C; Level G2. External garage on the NE wall
@FOLLY GAR-244D; Level G2. External garage on the NE wall
@FOLLY GAR-244A; Level G2. External garage on the NE wall
@FOLLY GAR-244B; Level G2. External garage on the NE wall
@FOLLY GAR-244C; Level G2. External garage on the NE wall
@FOLLY GAR-244D; Level G2. External garage on the NE wall
@FOLLY GAR-244A; Level G2. External garage on the NE wall
@FOLLY GAR-244B; Level G2. External garage on the NE wall
@FOLLY GAR-244C; Level G2. External garage on the NE wall
Kansas City,MO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80935,2018-01-04 21:46:22 UTC,,,,
BMW RIVERSIDE,3060 Adams St
Riverside,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80936,2018-01-09 06:17:32 UTC,,,,
RMCSJ,225 N Jackson Ave.,San Jose,CA,95116,,Public,,2,,GPS,37.3633862,-121.8514167,2018-01-04,80937,2018-01-04 21:33:28 UTC,
Hanford High,120 E. Grangeville Boulevard,Hanford,CA,93230,,Public - Card key at all times,,2,,GPS,36.3426862,-119.6456724,2018-01-04,80940,2018-01-04 21:46:22 UTC,
Transportation,8710 E. Lacey Boulevard,Hanford,CA,93230,,Public - Card key at all times,,2,,GPS,36.3284486,-119.6136373,2018-01-04,80941,2018-01-04 21:42:34 UTC,
Hanford West,1150 West Lacey Boulevard,Hanford,CA,93230,,Public - Card key at all times,,2,,GPS,36.3302428,-119.6621343,2018-01-04,80942,2018-01-04 21:46:22 UTC,
AVA,236 S Los Angeles St,Los Angeles,CA,90012,,Public,,2,,GPS,34.0492805,-118.2439112,2018-01-04,80943,2018-01-04 21:40:36 UTC,
IMLAY CITY,120 N Main Street,Imlay City,MI,48444,,Public,,1,,GPS,43.0250847,-83.0745272,2018-01-04,80944,2018-01-04 21:46:22 UTC,
PLUGNEVERYWHERE,1230-1290 Grove Blvd
Austin,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80945,2018-01-09 06:04:24 UTC,,,,
Whole Foods San Francisco (Ocean Ave),1150 Ocean Ave,San Francisco,CA,94112,,Public - Card key at all times,,,4,GPS,37.7239456176758,-122.454406738281,2018-01-04,80946,2018-01-04 21:40:36 UTC,
PUBLIC USE,210 E 400 S Library Square Garage
LIBRARY SQ P1; Station on level P1 at Column H-15
LIBRA SQ GAR P2; Located on Level P2 at column A14 in library garage 
LIBRARY SQ P1; Station on level P1 at Column H-15
LIBRA SQ GAR P2; Located on Level P2 at column A14 in library garage 
Salt Lake City,UT,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80949,2018-01-04 21:40:36 UTC,,,,
PUBLIC USE,210 E 400 S Library Square Garage (P1),Salt Lake City,UT,84111,,Public,,2,,GPS,40.7594278,-111.883626,2018-01-04,80950,2018-01-04 21:42:35 UTC,
PUBLIC USE,55 East 300 South 300 South, West Bound. Between parking garage",Salt Lake City,UT,E,,,,2,http://www.chargepoint.com/,GPS,40.7629439,-111.8894958,2018-01-04,80951,
BIO-RAD,5400 E 2nd Street, facing Building 5400",Benicia,CA,E,,,,2,http://www.chargepoint.com/,GPS,38.0808222,-122.118641,2018-01-04,80953,
BIO-RAD,6000 James Watson Dr,Hercules,CA,94547,,Public,,2,,GPS,38.0258597,-122.2758053,2018-01-04,80954,2018-01-04 21:33:28 UTC,
BIO-RAD,225 Linus Pauling Dr
Hercules,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80956,2018-01-09 06:00:09 UTC,,,,
BIO-RAD,875 Alfred Nobel Dr,Hercules,CA,94547,,Public,,2,,GPS,38.0206351,-122.2765955,2018-01-04,80957,2018-01-04 21:34:56 UTC,
BIO-RAD,2000 Alfred Nobel Dr, turn left towards the rear entrance of B4000. Stations are at the front cluster of the parking lot.
 turn left towards the rear entrance of B4000. Stations are at the front cluster of the parking lot.",Hercules,94547,,888-758-4389,24 hours daily,,,,ChargePoint Network,-122.278576,2018-01-04,80958,2018-01-09 05:50:38 UTC,,,
BIO-RAD,825 Alfred Nobel Dr,Hercules,CA,94547,,Public,,2,,GPS,38.0206495,-122.2766167,2018-01-04,80960,2018-01-04 21:46:22 UTC,
HUBBARD,Campus Dr,Flint,MI,48503,,Public,,2,,GPS,43.0217615,-83.6853397,2018-01-04,80962,2018-01-04 21:29:39 UTC,
FACEBOOK INC.,250 Bryant St
STATION 2; P1 Garage
STATION 3; P1 Garage
STATION 7; P1 Garage
STATION 5; P1 Garage 
STATION 4
Mountain View,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80963,2018-01-09 06:33:09 UTC,,,,
KCPL,1300 S 11th St @ Mitchell Park Plaza Lofts
@MTCHL PRK-256C; South side parking lot
@MTCHL PRK-256B; South side parking lot
@MTCHL PRK-256A; South side parking lot
@MTCHL PRK-256C; South side parking lot
@MTCHL PRK-256B; South side parking lot
@MTCHL PRK-256A; South side parking lot
@MTCHL PRK-256C; South side parking lot
St Joseph,MO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80964,2018-01-04 21:42:35 UTC,,,,
KCPL,2301 McGee St @ Crown Center Exhibit Hall Parking Garage
@CROWNCTR-238B; Sheraton Hotel parking garage on lobby level
@CROWNCTR-238C; Sheraton Hotel parking garage on lobby level
@CROWNCTR-238A; Sheraton Hotel parking garage on lobby level
@CROWNCTR-238B; Sheraton Hotel parking garage on lobby level
@CROWNCTR-238C; Sheraton Hotel parking garage on lobby level
@CROWNCTR-238A; Sheraton Hotel parking garage on lobby level
@CROWNCTR-238B; Sheraton Hotel parking garage on lobby level
Kansas City,MO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80965,2018-01-04 21:46:22 UTC,,,,
FACEBOOK INC.,902 Villa St,Mountain View,CA,94041,,Public,,2,,GPS,37.3947723,-122.0800904,2018-01-04,80966,2018-01-04 21:40:36 UTC,
WINDHAMMOUNTAIN,19 Resort Dr,Windham,NY,12496,,Public,,2,,GPS,42.2992758,-74.2558811,2018-01-04,80967,2018-01-04 21:28:38 UTC,
MAIN,1133 NY-414, use right side entrance and go to the far left",Waterloo,NY,E,,,,2,http://www.chargepoint.com/,GPS,42.9699663,-76.8452818,2018-01-04,80972,
Concourse Five & Six Deck,5 Concourse Parkway, across from the tennis courts.",Atlanta,GA,E,,,,2,http://www.semacharge.com/,GPS,33.917197256441,-84.354894161224,2018-01-04,80975,
THE SHOPPES,3950 S Las Vegas Blvd,Las Vegas,NV,89119,,Public,,2,,GPS,36.0926527,-115.1777752,2018-01-04,80976,2018-01-04 21:28:39 UTC,
BEDROCK,269 E Congress St,Detroit,MI,48226,,Public,,2,,GPS,42.3304785,-83.0431017,2018-01-04,80977,2018-01-04 21:46:22 UTC,
PRC,45000 Pechanga Hwy
EV 3
EV 20
EV 8
EV 18
EV 10
EV 19
EV 13
EV 2; -
EV 7
EV 11
EV 1
EV 15
EV 4
EV 16
EV 14
EV 9
EV 5
EV 12
EV 3
EV 20
EV 8
EV 18
EV 10
EV 19
EV 13
EV 2; -
EV 7
EV 11
EV 1
EV 15
EV 4
EV 16
EV 14
EV 9
EV 5
EV 12
EV 3
EV 20
EV 8
EV 18
EV 10
EV 19
EV 13
EV 2; -
EV 7
EV 11
EV 1
EV 15
EV 4
EV 16
EV 14
EV 9
Temecula,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80978,2018-01-04 21:46:23 UTC,,,,
PRC,46305-46375 Co Hwy 16,Temecula,CA,92592,,Public,,2,,GPS,33.4554583,-117.1029023,2018-01-04,80979,2018-01-04 21:42:35 UTC,
IRVINECOOFC,9779 Towne Center Dr.
EASTGATE TERR 1; Stations are in front of the 9779 building.
San Diego,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80980,2018-01-09 06:17:33 UTC,,,,
PRC,45000 Pechanga Pkwy,Temecula,CA,92592,,Public,,2,,GPS,33.4550698,-117.1026591,2018-01-04,80981,2018-01-04 21:42:35 UTC,
PRC,46153-46303 Co Hwy 16,Temecula,CA,92592,,Public,,2,,GPS,33.4556172,-117.103236,2018-01-04,80982,2018-01-04 21:40:36 UTC,
3223 ARAPAHOE,3223 Arapahoe Ave
Boulder,CO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80983,2018-01-09 06:17:33 UTC,,,,
PROMETHEUS,111 N Rengstorff Ave, $0.55kWh",Mountain View,CA,E,,,,2,http://www.chargepoint.com/,GPS,37.4039138,-122.0953945,2018-01-04,80985,
ERCOT,800 Airport Road
TCC1-02; -
TCC1-01; -
TCC1-07; -
TCC1-06; -
TCC1-08; -
TCC1-04; -
Taylor,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80986,2018-01-09 06:40:26 UTC,,,,
MARTIN ACH,Martin Loop,Fort Benning,GA,31905,,Public,,2,,GPS,32.3715717,-84.9280391,2018-01-04,80987,2018-01-04 21:33:28 UTC,
SACRAMENTO,300 Richard Street,Sacramento,CA,95811,,Public,,1,,GPS,38.5964811,-121.4984991,2018-01-04,80988,2018-01-04 21:28:30 UTC,
UC SANTABARBARA,Lot 60 - East Side - Opposite the Entrance to the Lot Turn West from Storke Rd on Sierra Madre Ct, Staff or “H” type parking permit.“FSH Visitor” or Night & Weekend permits prohibited",Goleta,CA,E,,,,2,http://www.chargepoint.com/,GPS,34.4187763,-119.8699627,2018-01-04,80992,
UC SANTABARBARA,Parking Lot 60- Near the Entrance Turn West from Storke Rd on Sierra Madre Ct, Staff or “H” type parking permit.“FSH Visitor” or Night & Weekend permits prohibited",Goleta,CA,E,,,,2,http://www.chargepoint.com/,GPS,34.418767,-119.8705093,2018-01-04,80993,
CITY OF GARLAND,1565 TX-66,Garland,TX,75040,,Public,,2,,GPS,32.9106789,-96.6083044,2018-01-04,80994,2018-01-04 21:31:16 UTC,
MONOGRAM RES,3333 Harry Hines Blvd
Dallas,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,80995,2018-01-09 06:11:39 UTC,,,,
Gary Rome Hyundai,150 Whiting Farms Rd,Holyoke ,MA,01040,,Public,,,,,,,200-9,42.182364,-72.637904,P
Ingles Market,867 Brevard Rd,Asheville,NC,28806,,Public,,4,,GPS,35.530128,-82.606464,2017-02-01,81000,2018-02-06 21:00:03 UTC,2017-01-01
Ingles Market,201 Barber Blvd,Waynesville,NC,28786,,Public,,4,,GPS,35.504331,-82.987681,2017-02-01,81001,2018-02-06 21:00:03 UTC,2017-01-01
KU,159 E High St,Lexington,KY,40507,,Public,,1,,GPS,38.0441882,-84.4976097,2018-01-04,81002,2018-01-04 21:29:39 UTC,
LG&E,315 East Main Street,Louisville,KY,40202,,Public,,1,,GPS,38.2556425,-85.7470093,2018-01-04,81003,2018-01-04 21:33:28 UTC,
CARTA,27 Patten Pkwy,Chattanooga,TN,37402,,Public,,2,,GPS,35.0461267,-85.3069484,2018-01-04,81004,2018-01-04 21:46:23 UTC,
KCPL,9717 N Ash Ave @ Price Chopper,Kansas City,MO,64155,,Public,,,2,GPS,39.2680914,-94.448626,2018-01-04,81005,2018-01-04 21:34:56 UTC,
KCPL,200 W South St @ University of Central  MO - Lot 13
@UCMO -131H; SW corner of Washington St. &amp; South St.
@UCMO -131G; SW corner of Washington St. &amp; South St.
@UCMO -131F; SW corner of Washington St. &amp; South St.
@UCMO -131H; SW corner of Washington St. &amp; South St.
@UCMO -131G; SW corner of Washington St. &amp; South St.
@UCMO -131F; SW corner of Washington St. &amp; South St.
@UCMO -131H; SW corner of Washington St. &amp; South St.
Warrensburg,MO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,81007,2018-01-04 21:57:40 UTC,,,,
San Diego Gas & Electric,8690 Balboa Ave,San Diego,CA,92123,,Public,,4,,GPS,32.82051,-117.140223,2018-01-04,81010,2018-01-04 21:35:28 UTC,
College Park Downtown Parking Garage,7364 Yale Avenue, however standard parking rates for the garage apply.",College Park,MD,E,,,,2,http://www.semacharge.com/,GPS,38.9804536,-76.9367647,2018-01-04,81011,
Kaiser Richmond,901 Nevin Avenue,Richmond,CA,94801,,Public - Card key at all times,,8,,GPS,37.93712,-122.3605023,2018-01-04,81013,2018-01-04 21:42:35 UTC,
WESTIN KIERLAND,6902 E Greenway Pkwy,Scottsdale,AZ,85254,,Public,,2,,GPS,33.6254705,-111.9328156,2018-01-04,81014,2018-01-04 21:28:30 UTC,
CITYOFCAMBRIDGE,Bishop allen,Cambridge,MA,02139,,Public,,2,,GPS,42.3657483,-71.1016572,2018-01-04,81015,2018-01-04 21:32:44 UTC,
HARDWICKSTATION,307 Main St, right side.",Northborough,MA,E,,,,2,http://www.chargepoint.com/,GPS,42.3065199,-72.2105715,2018-01-04,81016,
BRANDYWINE AUST,TX-1 Loop,Austin,TX,78746,,Public,,2,,GPS,30.2441809,-97.8066922,2018-01-04,81017,2018-01-04 21:49:56 UTC,
GUEST SERVICES,10 Thunderbird Rd,Taos Ski Valley,NM,87525,,Public,,2,,GPS,36.5964638,-105.4495663,2018-01-04,81018,2018-01-04 21:34:57 UTC,
GUEST SERVICES,106 Sutton Pl,Taos Ski Valley,NM,87525,,Public,,2,,GPS,36.5953677,-105.4503012,2018-01-04,81019,2018-01-04 21:42:35 UTC,
VI LIVING - NAP,701 Retreat Dr,Naples,FL,33410,,Public,,2,,GPS,26.3065423,-81.8109518,2018-01-04,81020,2018-01-04 21:40:37 UTC,
ROBLE,287 Santa Teresa St
ROBLE LL1-6; -
ROBLE LL1-9; -
ROBLE LL1-8; -
ROBLE LL1-11; -Charging stations located on LL-1 and LL-2
ROBLE LL1-12; -
ROBLE LL2-4; -
ROBLE LL2-3; -
Stanford,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,81022,2018-01-09 06:17:35 UTC,,,,
LINC SQUARE EXP,432-492 Bellevue Way NE, P2 OF PARKING GARAGE",Bellevue,WA,E,,,,2,http://www.chargepoint.com/,GPS,47.614294,-122.2012549,2018-01-04,81023,
LINC SQUARE EXP,410 Bellevue Way NE
P5 1; South end of Garage
Bellevue,WA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,81024,2018-01-09 06:28:52 UTC,,,,
KCPL,425 E 63rd St @ Jewish Family Services
Kansas City,MO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,81026,2018-01-09 06:17:34 UTC,,,,
VI LIVING - NAP,701 Retreat Dr,Naples,FL,34110,,Public,,2,,GPS,26.306555,-81.810862,2018-01-04,81028,2018-01-04 21:31:16 UTC,
County Parking Lot - Tesla,11875 Ponderosa Ln,Groveland,CA,95321,,Public,,,7,200-8,37.838873,-120.231545,2017-02-01,81031,2018-02-06 21:00:03 UTC,2017-01-15
Tomahawk Brush Travel Stop - Tesla,1156 CO-71,Brush,CO,80723,,Public,,,8,200-9,40.271053,-103.621744,2017-02-01,81032,2018-02-06 21:00:03 UTC,2017-01-15
Embassy Suites - Tesla,4705 Clydesdale Pkwy,Loveland,CO,80538,,Public,,,10,200-8,40.439945,-104.989801,2017-02-01,81033,2018-02-06 21:00:03 UTC,2017-01-15
Hampton Inn - Tesla,62 Days Inn Dr,Kuttawa,KY,42055,,Public,,,8,200-8,37.072526,-88.125787,2017-02-01,81034,2018-02-06 21:00:03 UTC,2017-01-15
The Clearwater Travel Plaza - Tesla,950 MN-24,Clearwater,MN,55320,,Public,,,8,200-9,45.413305,-94.055565,2017-02-01,81035,2018-02-06 21:00:03 UTC,2017-01-15
Jan's Cafe - Tesla,108 Bailey St,Lima,MT,59739,,Public,,,8,200-8,44.63238,-112.592141,2017-02-01,81036,2018-02-06 21:00:03 UTC,2017-01-15
Bosselman Travel Center - Tesla,3335 W Wood River Rd,Grand Island,NE,68803,,Public,,,8,200-9,40.831855,-98.380509,2017-02-01,81037,2018-02-06 21:00:03 UTC,2017-01-15
Hy-Vee - Tesla,5020 N 27th St,Lincoln,NE,68521,,Public,,,8,200-9,40.86132,-96.681957,2017-02-01,81038,2018-02-06 21:00:03 UTC,2017-01-15
Holiday Inn Express - Tesla,501 Stagecoach Trail,Ogallala,NE,69153,,Public,,,8,200-8,41.115668,-101.710053,2017-02-01,81039,2018-02-06 21:00:03 UTC,2017-01-15
Sheraton Tarrytown - Tesla,600 White Plains Rd,Tarrytown,NY,10591,,Public,,,12,200-8,41.062373,-73.837441,2017-02-01,81040,2018-02-06 21:00:03 UTC,2017-01-15
Shoppes at Montage - Tesla,1035 Shoppes Blvd,Moosic,PA,18507,,Public,,,8,200-8,41.363914,-75.680584,2017-02-01,81041,2018-02-06 21:00:03 UTC,2017-01-15
Rowe Chevron - Tesla,2415 N Main St,Junction,TX,76849,,Public,,,8,200-9,30.509021,-99.774006,2017-02-01,81042,2018-02-06 21:00:03 UTC,2017-01-15
Love's Travel Stop - Tesla,3001 Antelope Trail,Midland,TX,79706,,Public,,,8,GPS,31.947432,-102.142142,2017-02-01,81043,2018-02-06 21:00:03 UTC,2017-01-15
Quality Inn - Tesla,1307 Ave A,Ozona,TX,76943,,Public,,,6,200-8,30.707434,-101.196761,2017-02-01,81044,2018-02-06 21:00:03 UTC,2017-01-15
Olive Garden - Tesla,3101 Mall Dr,Texarkana,TX,75503,,Public,,,8,200-9,33.460054,-94.077325,2017-02-01,81045,2018-02-06 21:00:03 UTC,2017-01-15
Aberdeen - Tesla,416 Wishkah St,Aberdeen,WA,98520,,Public,,,8,,46.9762981,-123.8139367,2017-02-01,81046,2018-02-06 21:00:03 UTC,2017-01-15
Concourse I Visitor's Lot,5 Concourse Parkway,Atlanta,GA,30328,,Public - Card key at all times,,4,,GPS,33.9170291,-84.3545715,2018-01-04,81047,2018-01-04 21:46:23 UTC,
PUBLIC USE,1040 E Sugarmont Dr. Fairmont Park,Salt Lake City,UT,84106,,Public,,2,,GPS,40.7222643,-111.8617882,2018-01-04,81048,2018-01-04 21:31:16 UTC,
BRANDYWINE AUST,1250 S Capital of Texas Hwy
Austin,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,81050,2018-01-09 05:29:58 UTC,,,,
PUBLIC USE,600 E. 900 South Liberty Park, next to tennis courts
 next to the Tennis Courts
 next to tennis courts
 next to the Tennis Courts
 next to tennis courts
 next to the Tennis Courts",Salt Lake City,84105,,888-758-4389,24 hours daily,,,,ChargePoint Network,-111.8763126,2018-01-04,81051,2018-01-04 21:33:28 UTC,,,
PUBLIC USE,1060 S 900 W International Peace Gardens, North of 2 tennis courts. Station is near the center of the Peace Gardens.",Salt Lake City,UT,E,,,,2,http://www.chargepoint.com/,GPS,40.7468562,-111.9193426,2018-01-04,81053,
PUBLIC USE,855 W California Ave Sorenson Multicultural Center,Salt Lake City,UT,84104,,Public,,2,,GPS,40.7407493,-111.914369,2018-01-04,81054,2018-01-04 21:46:23 UTC,
MOLLYS,4801 Fenton St,Denver,CO,80212,,Public,,2,,GPS,39.7789756,-105.0598826,2018-01-04,81061,2018-01-04 21:42:35 UTC,
Twin Falls Resort State Park,3935 Mayapple Rd,Saulsville,WV,25876,,Public,,4,,GPS,37.637667,-81.439539,2017-06-02,81074,2018-02-06 21:00:03 UTC,2017-01-18
Skagit General Store,500 Newhalem St, east of Highway 20",Rockport,WA,E,,,,1,,GPS,48.6735,-121.244711,2017-02-01,81080,
Leavenworth Fish Hatchery,12790 Fish Hatchery Rd,Leavenworth,WA,98826,,Public,,1,,GPS,47.558592,-120.675803,2017-02-01,81081,2018-02-06 21:00:03 UTC,2016-08-01
Lincoln County Museum,600 7th St,Davenport,WA,99122,,Public,,1,,GPS,47.652922,-118.150361,2017-02-01,81083,2018-02-06 21:00:03 UTC,2016-10-01
Publix #1475,34 Miller St ,Winston-Salem,NC,27104,,Public,,2,,GPS,36.095707,-80.27617,2017-02-01,81084,2018-02-06 21:00:03 UTC,2016-05-11
Publix #1494,1500 SW 57th Ave ,West Miami,FL,33144,,Public,,2,,GPS,25.756598,-80.28836,2017-02-01,81085,2018-02-06 21:00:03 UTC,2016-05-05
Publix #1512,230 20th St S,Birmingham,AL,35233,,Public,,2,,GPS,33.51,-86.80339,2017-11-02,81086,2018-02-06 21:00:03 UTC,2017-10-23
Publix #1531,725 1st Ave S,St. Petersburg,FL,33701,,Public,,2,,200-8,27.770293,-82.64363,2018-01-04,81087,2018-02-06 21:00:03 UTC,2017-03-02
Hartsfield-Jackson Atlanta International Airport - Domestic Terminal South,6000 N Terminal Pkwy,Atlanta,GA,30320,,Public,16,6,,200-8,33.64182,-84.44262,2017-02-01,81089,2018-02-06 21:00:03 UTC,2017-01-12
Hartsfield-Jackson Atlanta International Airport - Domestic Terminal North,6000 N Terminal Pkwy,Atlanta,GA,30320,,Public,16,8,,200-8,33.64182,-84.44262,2017-02-01,81090,2018-02-06 21:00:03 UTC,2017-01-12
Hartsfield-Jackson Atlanta International Airport - Maynard H. Jackson International Hourly ,6000 N Terminal Pkwy,Atlanta,GA,30320,,Public,10,6,,200-8,33.64182,-84.44262,2017-02-01,81091,2018-02-06 21:00:03 UTC,2017-01-12
Hartsfield-Jackson Atlanta International Airport - Maynard H. Jackson International Park and Ride,6000 N Terminal Pkwy,Atlanta,GA,30320,,Public,30,,,200-8,33.64182,-84.44262,2017-02-01,81092,2018-02-06 21:00:03 UTC,2017-01-12
Hartsfield-Jackson Atlanta International Airport - South Department of Aviation Employee Lot,6000 N Terminal Pkwy,Atlanta,GA,30320,,Private,,2,,200-8,33.64182,-84.44262,2017-02-01,81093,2018-02-06 21:00:03 UTC,2017-01-12
Hartsfield-Jackson Atlanta International Airport - Technical Support Campus,6000 N Terminal Pkwy,Atlanta,GA,30320,,Private,2,2,,200-8,33.64182,-84.44262,2017-02-01,81094,2018-02-06 21:00:03 UTC,2017-01-12
Hartsfield-Jackson Atlanta International Airport - Airport Maintenance,6000 N Terminal Pkwy,Atlanta,GA,30320,,Private,2,2,,200-8,33.64182,-84.44262,2017-02-01,81095,2018-02-06 21:00:03 UTC,2017-01-12
Fallsgrove Plaza,14995 Shady Grove Road,Rockville,MD,20850,,Public - Card key at all times,,2,,GPS,39.1011405,-77.190535,2018-01-04,81109,2018-01-04 21:42:35 UTC,
ESSEX,1729 N 1st St
CENTURY TOWERS2
CENTURY TOWERS1
San Jose,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,81110,2018-01-09 06:11:39 UTC,,,,
PUBLIC USE,2375 900 E Forest Dale Golf Course,Salt Lake City,UT,84106,,Public,,2,,GPS,40.7189134,-111.8648217,2018-01-04,81112,2018-01-04 21:42:35 UTC,
WALLERCREEKSIDE,102-104 E 50th St,Austin,TX,78751,,Public,,1,,GPS,30.3152291,-97.7243951,2018-01-04,81113,2018-01-04 21:34:57 UTC,
Walmart Redlands,2050 W Redlands Blvd,Redlands,CA,92373,,Public - Card key at all times,,,4,GPS,34.064281463623,-117.222343444824,2018-01-04,81114,2018-01-04 21:31:16 UTC,
Town Center Gateway - Menifee,30099 Haun Rd,Menifee,CA,92584,,Public - Card key at all times,,1,4,GPS,33.6843948364258,-117.177185058594,2018-01-04,81115,2018-01-04 21:48:19 UTC,
